dataset	cluster	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119
1	18	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.790179	2.084821	1.477679	0.928571	0.526786	0.285714	0.156250	0.111607	0.044643	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	185	1.919643	1.669643	1.241071	0.875000	0.625000	0.464286	0.294643	0.160714	0.089286	0.017857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	187	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.642857	1.321429	1.116071	0.812500	0.642857	0.508929	0.419643	0.312500	0.205357	0.196429	0.160714	0.133929	0.071429	0.062500	0.044643	0.017857	0.017857	0.017857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	189	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	4.000000	3.986607	3.919643	3.839286	3.709821	3.580357	3.441964	3.303571	3.107143	2.928571	2.781250	2.638393	2.491071	2.357143	2.250000	2.116071	2.022321	2.419643	1.910714	1.611607	1.214286	0.968750	0.776786	0.535714	0.392857	0.294643	0.196429	0.147321	0.084821	0.075893	0.066964	0.017857	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	190	1.000000	3.000000	4.812500	4.133929	3.674107	3.272321	2.991071	2.696429	2.455357	2.160714	1.964286	1.785714	1.651786	1.531250	1.410714	1.339286	1.250000	1.183036	1.125000	1.089286	1.058036	4.950893	4.098214	3.517857	2.919643	2.366071	1.821429	1.352679	0.919643	0.625000	0.473214	0.316964	0.267857	0.218750	0.147321	0.111607	0.066964	0.031250	0.031250	0.026786	0.017857	0.017857	0.017857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	191	2.000000	1.982143	1.955357	1.892857	1.750000	1.544643	1.285714	1.125000	1.026786	0.803571	0.696429	0.642857	0.500000	0.428571	0.339286	0.223214	0.169643	0.116071	0.098214	0.071429	0.053571	0.044643	0.044643	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	192	7.000000	6.616071	6.241071	5.875000	5.544643	5.316964	5.151786	8.236607	7.401786	6.790179	6.111607	5.450893	4.799107	4.174107	3.736607	3.272321	2.821429	2.477679	2.071429	1.816964	1.566964	1.267857	1.058036	0.901786	0.620536	0.566964	0.433036	0.308036	0.200893	0.174107	0.129464	0.102679	0.098214	0.089286	0.053571	0.044643	0.035714	0.017857	0.017857	0.008929	0.008929	0.008929	0.008929	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	193	1.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	3.000000	3.000000	3.000000	3.000000	4.000000	5.000000	5.000000	8.995536	9.857143	9.647321	9.428571	10.151786	9.870536	10.620536	11.303571	13.000000	12.352679	11.834821	11.343750	11.901786	12.464286	13.625000	13.035714	12.522321	11.888393	11.276786	12.705357	12.883929	14.254464	13.678571	13.183036	12.785714	12.415179	12.035714	13.424107	16.008929	16.468750	15.906250	15.223214	14.544643	13.986607	13.281250	12.607143	11.991071	11.433036	10.723214	10.205357	9.732143	9.281250	9.825893	9.116071	8.508929	7.866071	7.459821	7.075893	6.727679	8.361607	6.977679	6.107143	5.379464	4.915179	4.437500	3.986607	3.602679	3.294643	2.870536	2.589286	2.285714	1.959821	1.705357	1.397321	1.165179	0.919643	0.678571	0.526786	0.441964	0.352679	0.258929	0.205357	0.129464	0.107143	0.089286	0.071429	0.058036	0.035714	0.035714	0.026786	0.026786	0.017857	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	31	3.995536	3.941964	3.834821	3.665179	3.401786	3.241071	2.982143	3.750000	3.549107	3.339286	3.044643	2.727679	2.473214	2.223214	1.982143	1.772321	1.540179	1.312500	1.022321	0.875000	0.705357	0.531250	0.410714	0.303571	0.209821	0.147321	0.125000	0.107143	0.071429	0.053571	0.044643	0.044643	0.035714	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	38	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.973214	1.955357	1.875000	1.839286	1.669643	1.535714	1.330357	1.223214	1.080357	0.803571	0.687500	0.508929	0.392857	0.312500	0.250000	0.196429	0.160714	0.116071	0.080357	0.062500	0.035714	0.035714	0.026786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	42	2.000000	2.000000	2.000000	2.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	2.995536	2.995536	2.995536	3.995536	3.986607	3.986607	3.964286	3.919643	3.852679	3.763393	3.647321	3.459821	3.200893	2.915179	2.531250	2.142857	1.714286	1.263393	0.982143	0.647321	0.508929	0.406250	0.294643	0.227679	0.160714	0.151786	0.147321	0.116071	0.098214	0.062500	0.062500	0.053571	0.053571	0.044643	0.026786	0.017857	0.017857	0.017857	0.017857	0.017857	0.017857	0.008929	0.008929	0.008929	0.008929	0.008929	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	44	1.000000	2.000000	2.000000	3.000000	3.000000	3.000000	2.995536	2.982143	2.968750	2.937500	2.910714	2.861607	2.808036	2.718750	2.642857	2.544643	2.450893	2.370536	2.272321	2.196429	2.102679	2.026786	1.946429	1.861607	1.781250	1.691964	1.611607	1.535714	1.441964	1.366071	1.330357	1.285714	1.254464	1.196429	1.156250	1.125000	1.080357	1.053571	1.040179	2.026786	2.013393	2.000000	1.959821	1.883929	1.799107	1.709821	1.616071	1.504464	1.424107	1.339286	1.254464	2.196429	1.656250	1.008929	0.669643	0.321429	0.142857	0.066964	0.040179	0.031250	0.008929	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	49	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	3.000000	3.000000	3.000000	5.000000	5.000000	5.000000	5.995536	5.991071	5.982143	5.959821	5.906250	5.821429	6.714286	7.651786	7.517857	7.370536	7.205357	7.013393	6.803571	6.651786	6.446429	6.294643	6.151786	6.017857	5.910714	5.772321	5.651786	5.477679	6.379464	6.223214	6.080357	5.870536	5.660714	5.468750	5.281250	5.116071	4.937500	4.772321	4.656250	5.526786	5.392857	6.281250	6.183036	6.044643	5.968750	5.875000	5.741071	5.558036	5.392857	5.232143	5.017857	4.852679	4.580357	4.366071	4.058036	3.799107	3.602679	3.437500	3.267857	3.111607	2.986607	2.843750	2.709821	3.424107	3.209821	2.964286	2.799107	2.683036	2.513393	2.401786	2.303571	2.232143	2.165179	2.129464	2.093750	2.066964	2.053571	2.040179	2.031250	2.022321	2.004464	3.004464	3.004464	3.000000	3.000000	5.000000	5.843750	5.531250	5.933036	5.388393	5.044643	6.500000	6.540179	5.687500	5.040179	4.410714	3.906250	3.464286	3.129464	2.799107	2.589286	2.352679	2.156250	1.991071	1.683036	1.549107	1.433036	1.263393	1.017857	0.843750	0.642857	0.392857
1	50	5.593750	8.290179	7.263393	6.437500	5.687500	5.133929	5.897321	4.843750	3.995536	3.361607	2.834821	2.401786	2.120536	1.866071	1.691964	1.575893	2.437500	1.946429	1.669643	2.299107	1.991071	1.651786	1.330357	0.941964	0.665179	0.500000	0.348214	0.205357	0.151786	0.133929	0.080357	0.053571	0.017857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	51	2.544643	2.129464	1.718750	1.254464	0.906250	0.647321	0.397321	0.272321	0.209821	0.156250	0.102679	0.058036	0.013393	0.008929	0.008929	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	58	1.794643	1.464286	1.071429	0.776786	0.544643	0.366071	0.267857	0.151786	0.080357	0.035714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	59	1.000000	1.000000	1.000000	1.000000	1.660714	1.258929	1.017857	0.687500	0.553571	0.419643	0.285714	0.196429	0.133929	0.089286	0.017857	0.017857	0.017857	0.017857	0.017857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	70	1.000000	2.000000	1.169643	0.821429	0.526786	0.223214	0.160714	0.080357	0.044643	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	71	1.000000	1.000000	1.000000	1.937500	1.866071	1.736607	1.629464	3.549107	3.035714	2.602679	2.299107	1.973214	1.491071	1.191964	0.968750	0.714286	0.558036	0.406250	0.263393	0.187500	0.125000	0.071429	0.035714	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	72	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	2.000000	2.000000	3.000000	3.000000	3.000000	3.000000	6.000000	6.000000	6.000000	6.000000	6.000000	6.000000	9.450893	8.906250	8.352679	7.870536	7.504464	8.142857	7.772321	7.535714	8.392857	19.236607	17.794643	17.580357	16.500000	17.955357	17.450893	20.968750	22.566964	20.803571	19.419643	18.138393	17.687500	16.388393	18.343750	17.410714	16.589286	16.861607	18.785714	24.941964	25.366071	29.897321	32.379464	31.133929	30.928571	32.401786	32.674107	32.816964	44.044643	44.955357	41.142857	40.508929	39.013393	40.700893	41.638393	57.763393	65.022321	78.383929	72.281250	71.441964	82.580357	86.482143	100.339286	93.781250	88.116071	78.919643	73.330357	88.437500	79.665179	79.633929	73.803571	64.781250	54.808036	51.111607	52.102679	47.852679	43.781250	36.915179	33.058036	27.227679	22.258929	17.660714	13.683036	10.183036	7.308036	4.866071	3.098214	1.700893	0.901786	0.441964	0.227679	0.098214	0.062500	0.022321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	74	1.000000	2.000000	1.437500	0.982143	0.642857	0.366071	0.205357	0.107143	0.053571	0.044643	0.044643	0.026786	0.017857	0.008929	0.008929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	75	18.031250	15.339286	13.058036	11.133929	9.589286	8.370536	7.178571	6.205357	5.401786	4.700893	4.120536	3.549107	3.147321	2.678571	2.375000	2.053571	1.852679	1.678571	1.571429	1.473214	1.357143	1.263393	1.218750	1.165179	1.102679	1.084821	1.062500	1.044643	1.031250	1.026786	1.008929	1.008929	1.008929	1.004464	1.000000	1.000000	2.000000	2.000000	2.000000	1.991071	1.982143	1.977679	1.964286	1.946429	1.910714	1.866071	1.830357	1.785714	1.741071	1.691964	1.616071	2.580357	2.522321	2.424107	2.299107	2.151786	1.973214	1.830357	1.651786	1.486607	1.352679	1.290179	1.218750	1.169643	1.125000	1.093750	1.075893	1.049107	1.035714	1.017857	1.013393	1.008929	1.000000	2.000000	1.098214	0.741071	0.464286	0.303571	0.214286	0.080357	0.062500	0.053571	0.035714	0.035714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
